time,open,high,low,close,Volume,Upper UI Constraint,Lower UI Constraint,OB Level 2,OB Level 1,Zero,OS Level 1,OS Level 2,Fisher,Signale,Long,Short,Upper UI Constraint,Lower UI Constraint,OB Level 2,OB Level 1,Zero,OS Level 1,OS Level 2,Fish1,Fish2,unFish,length,Long,Short
2023-08-09,26.39,26.745,26.13,26.28,568382,3.5,-3.5,3,2,0,-2,-3,-3.195359196602076,-2.783132192718496,0,0,3.5,-3.5,3,2,0,-2,-3,-3.195359196602076,-2.783132192718496,-0.9471974126170939,11,0,0
2023-08-10,26.4,26.98,26.1301,26.3,791676,3.5,-3.5,3,2,0,-2,-3,-3.4171031705258437,-3.195359196602076,0,0,3.5,-3.5,3,2,0,-2,-3,-3.4171031705258437,-3.195359196602076,-0.9487809188271128,11,0,0
2023-08-11,26.24,26.63,26.15,26.26,371174,3.5,-3.5,3,2,0,-2,-3,-3.732531875822028,-3.4171031705258437,0,0,3.5,-3.5,3,2,0,-2,-3,-3.732531875822028,-3.4171031705258437,-0.9656832156141657,11,0,0
2023-08-14,25.98,26.2,25.48,26.01,685915,3.5,-3.5,3,2,0,-2,-3,-4.093357306370525,-3.732531875822028,0,0,3.5,-3.5,3,2,0,-2,-3,-4.093357306370525,-3.732531875822028,-0.977007754461491,11,0,0
2023-08-15,25.76,26.26,25.49,25.88,670448,3.5,-3.5,3,2,0,-2,-3,-4.354218747054216,-4.093357306370525,0,0,3.5,-3.5,3,2,0,-2,-3,-4.354218747054216,-4.093357306370525,-0.980391373833148,12,0,0
2023-08-16,26.07,26.28,25.54,25.56,445584,3.5,-3.5,3,2,0,-2,-3,-4.393475287254361,-4.354218747054216,0,0,3.5,-3.5,3,2,0,-2,-3,-4.393475287254361,-4.354218747054216,-0.9765150760113223,12,0,0
2023-08-17,26.87,26.879,26,26.24,626227,3.5,-3.5,3,2,0,-2,-3,-3.540168829863152,-4.393475287254361,1,0,3.5,-3.5,3,2,0,-2,-3,-3.540168829863152,-4.393475287254361,-0.8724939144869075,12,1,0
2023-08-18,26.28,26.519,26.14,26.37,303377,3.5,-3.5,3,2,0,-2,-3,-2.871797452609128,-3.540168829863152,0,0,3.5,-3.5,3,2,0,-2,-3,-2.871797452609128,-3.540168829863152,-0.8011135039178172,12,0,0
2023-08-21,27.45,27.66,26.69,27.59,924975,3.5,-3.5,3,2,0,-2,-3,-1.8760120064962975,-2.871797452609128,0,0,3.5,-3.5,3,2,0,-2,-3,-1.8760120064962975,-2.871797452609128,-0.41373833554267514,11,0,0
2023-08-22,27.63,27.9199,27.4,27.85,481467,3.5,-3.5,3,2,0,-2,-3,-0.8851615529369431,-1.8760120064962975,0,0,3.5,-3.5,3,2,0,-2,-3,-0.8851615529369431,-1.8760120064962975,0.052795315186407676,11,0,0
2023-08-23,29.38,30.12,29.34,29.97,904110,3.5,-3.5,3,2,0,-2,-3,-0.059508183864816655,-0.8851615529369431,0,0,3.5,-3.5,3,2,0,-2,-3,-0.059508183864816655,-0.8851615529369431,0.36537286117489315,10,0,0
2023-08-24,29.75,30.08,29.41,29.6,452854,3.5,-3.5,3,2,0,-2,-3,0.6249075910539148,-0.059508183864816655,0,0,3.5,-3.5,3,2,0,-2,-3,0.6249075910539148,-0.059508183864816655,0.5747998169871784,10,0,0
2023-08-25,29.58,30.24,29.05,29.87,902290,3.5,-3.5,3,2,0,-2,-3,1.176261826835883,0.6249075910539148,0,0,3.5,-3.5,3,2,0,-2,-3,1.176261826835883,0.6249075910539148,0.6982144689307057,10,0,0
2023-08-28,29.48,30.14,29.43,29.82,377926,3.5,-3.5,3,2,0,-2,-3,1.680671909668851,1.176261826835883,0,0,3.5,-3.5,3,2,0,-2,-3,1.680671909668851,1.176261826835883,0.7978036941835729,10,0,0
2023-08-29,29.92,31.22,29.8,31.12,1212318,3.5,-3.5,3,2,0,-2,-3,2.151336955771683,1.680671909668851,0,0,3.5,-3.5,3,2,0,-2,-3,2.151336955771683,1.680671909668851,0.8645284751029938,10,0,0
2023-08-30,31.57,31.7801,30.73,30.78,699599,3.5,-3.5,3,2,0,-2,-3,2.5987552434977044,2.151336955771683,0,0,3.5,-3.5,3,2,0,-2,-3,2.5987552434977044,2.151336955771683,0.9092340783190058,10,0,0
2023-08-31,30.68,30.87,30.1397,30.3,483393,3.5,-3.5,3,2,0,-2,-3,2.516029092024528,2.5987552434977044,0,1,3.5,-3.5,3,2,0,-2,-3,2.516029092024528,2.5987552434977044,0.8386636421701131,10,0,1
2023-09-01,30.87,31.09,29.58,29.61,1125184,3.5,-3.5,3,2,0,-2,-3,2.2153251334304196,2.516029092024528,0,0,3.5,-3.5,3,2,0,-2,-3,2.2153251334304196,2.516029092024528,0.7430748465014483,10,0,0
2023-09-05,28.7,28.84,27.94,28.05,580554,3.5,-3.5,3,2,0,-2,-3,1.4192549674867478,2.2153251334304196,0,0,3.5,-3.5,3,2,0,-2,-3,1.4192549674867478,2.2153251334304196,0.30188506996757536,10,0,0
2023-09-06,26.89,27.538,26.72,27.1,853068,3.5,-3.5,3,2,0,-2,-3,0.5811888481174816,1.4192549674867478,0,0,3.5,-3.5,3,2,0,-2,-3,0.5811888481174816,1.4192549674867478,-0.1277370031217245,11,0,0
2023-09-07,26.63,26.8601,26.43,26.55,577726,3.5,-3.5,3,2,0,-2,-3,-0.1517475185135846,0.5811888481174816,0,0,3.5,-3.5,3,2,0,-2,-3,-0.1517475185135846,0.5811888481174816,-0.41558379209155544,11,0,0
2023-09-08,26.61,26.99,26.3,26.45,563339,3.5,-3.5,3,2,0,-2,-3,-0.7823162123466801,-0.1517475185135846,0,0,3.5,-3.5,3,2,0,-2,-3,-0.7823162123466801,-0.1517475185135846,-0.6084411407013421,11,0,0
2023-09-11,27.06,27.12,26.56,26.9,664091,3.5,-3.5,3,2,0,-2,-3,-1.2778144327472745,-0.7823162123466801,0,0,3.5,-3.5,3,2,0,-2,-3,-1.2778144327472745,-0.7823162123466801,-0.709738296561306,11,0,0
2023-09-12,26.44,27,26.36,26.83,493422,3.5,-3.5,3,2,0,-2,-3,-1.7389485463630692,-1.2778144327472745,0,0,3.5,-3.5,3,2,0,-2,-3,-1.7389485463630692,-1.2778144327472745,-0.8005138670560712,11,0,0
2023-09-13,26.52,26.76,26.2401,26.32,717229,3.5,-3.5,3,2,0,-2,-3,-2.1877091299754374,-1.7389485463630692,0,0,3.5,-3.5,3,2,0,-2,-3,-2.1877091299754374,-1.7389485463630692,-0.8663442909275678,11,0,0
2023-09-14,25.36,26.07,25,25.76,1712080,3.5,-3.5,3,2,0,-2,-3,-2.624006993486229,-2.1877091299754374,0,0,3.5,-3.5,3,2,0,-2,-3,-2.624006993486229,-2.1877091299754374,-0.9104506749214705,11,0,0
2023-09-15,26.89,27.31,26.68,26.69,1319179,3.5,-3.5,3,2,0,-2,-3,-2.3361298391558147,-2.624006993486229,1,0,3.5,-3.5,3,2,0,-2,-3,-2.3361298391558147,-2.624006993486229,-0.7715418862888709,13,1,0
2023-09-18,27.02,27.19,26.53,27.17,668910,3.5,-3.5,3,2,0,-2,-3,-2.02379235481434,-2.3361298391558147,0,0,3.5,-3.5,3,2,0,-2,-3,-2.02379235481434,-2.3361298391558147,-0.6940497848212271,13,0,0
2023-09-19,27.37,27.42,26.84,27.1,506842,3.5,-3.5,3,2,0,-2,-3,-1.6791887157782364,-2.02379235481434,0,0,3.5,-3.5,3,2,0,-2,-3,-1.6791887157782364,-2.02379235481434,-0.5831960977640831,13,0,0
2023-09-20,27.19,28.02,27.1515,27.3,945151,3.5,-3.5,3,2,0,-2,-3,-1.3102925402032537,-1.6791887157782364,0,0,3.5,-3.5,3,2,0,-2,-3,-1.3102925402032537,-1.6791887157782364,-0.43876326050193615,13,0,0
2023-09-21,26.4901,27.7199,26.341,27.53,891866,3.5,-3.5,3,2,0,-2,-3,-0.7988121057558994,-1.3102925402032537,0,0,3.5,-3.5,3,2,0,-2,-3,-0.7988121057558994,-1.3102925402032537,-0.14268551351349945,12,0,0
2023-09-22,28.1,28.33,27.82,27.9,573847,3.5,-3.5,3,2,0,-2,-3,-0.16056507543473045,-0.7988121057558994,0,0,3.5,-3.5,3,2,0,-2,-3,-0.16056507543473045,-0.7988121057558994,0.23440070594595538,12,0,0
2023-09-25,27.6,27.77,26.66,26.85,773465,3.5,-3.5,3,2,0,-2,-3,0.1896734764069084,-0.16056507543473045,0,0,3.5,-3.5,3,2,0,-2,-3,0.1896734764069084,-0.16056507543473045,0.26358390605465637,12,0,0
2023-09-26,26.4,26.79,26.24,26.28,687374,3.5,-3.5,3,2,0,-2,-3,0.1964317264095655,0.1896734764069084,0,0,3.5,-3.5,3,2,0,-2,-3,0.1964317264095655,0.1896734764069084,0.10124688634795856,12,0,0
2023-09-27,25.65,25.83,25.19,25.59,1245320,3.5,-3.5,3,2,0,-2,-3,-0.170215470916861,0.1964317264095655,0,1,3.5,-3.5,3,2,0,-2,-3,-0.170215470916861,0.1964317264095655,-0.2621645861468678,11,0,1
2023-09-28,25.42,25.87,25.12,25.64,884761,3.5,-3.5,3,2,0,-2,-3,-0.641976206502999,-0.170215470916861,0,0,3.5,-3.5,3,2,0,-2,-3,-0.641976206502999,-0.170215470916861,-0.5056502727184015,10,0,0
2023-09-29,27.32,27.3664,24.49,24.61,2712220,3.5,-3.5,3,2,0,-2,-3,-0.9508644692551605,-0.641976206502999,0,0,3.5,-3.5,3,2,0,-2,-3,-0.9508644692551605,-0.641976206502999,-0.5579670780701672,10,0,0
2023-10-02,23.05,23.2888,22.33,22.38,2257927,3.5,-3.5,3,2,0,-2,-3,-1.3502981355654382,-0.9508644692551605,0,0,3.5,-3.5,3,2,0,-2,-3,-1.3502981355654382,-0.9508644692551605,-0.703837942307012,10,0,0
2023-10-03,22.05,22.85,21.9,22.41,1198923,3.5,-3.5,3,2,0,-2,-3,-1.778141740170704,-1.3502981355654382,0,0,3.5,-3.5,3,2,0,-2,-3,-1.778141740170704,-1.3502981355654382,-0.8015714213456981,10,0,0
2023-10-04,22.33,22.35,21.3,22.07,1246406,3.5,-3.5,3,2,0,-2,-3,-2.2101532642364803,-1.778141740170704,0,0,3.5,-3.5,3,2,0,-2,-3,-2.2101532642364803,-1.778141740170704,-0.8670528523016179,10,0,0
2023-10-05,22.08,22.24,21.33,21.91,997806,3.5,-3.5,3,2,0,-2,-3,-2.638011039710156,-2.2101532642364803,0,0,3.5,-3.5,3,2,0,-2,-3,-2.638011039710156,-2.2101532642364803,-0.9109254110420841,11,0,0
2023-10-06,22.84,23.22,21.95,23.05,1694226,3.5,-3.5,3,2,0,-2,-3,-2.598601595065692,-2.638011039710156,1,0,3.5,-3.5,3,2,0,-2,-3,-2.598601595065692,-2.638011039710156,-0.8563772591024885,11,1,0
2023-10-09,23.21,23.805,23.142,23.79,933345,3.5,-3.5,3,2,0,-2,-3,-2.1637457025631646,-2.598601595065692,0,0,3.5,-3.5,3,2,0,-2,-3,-2.1637457025631646,-2.598601595065692,-0.6985407193997719,11,0,0
2023-10-10,23.62,23.83,23.37,23.66,800377,3.5,-3.5,3,2,0,-2,-3,-1.692781591387935,-2.1637457025631646,0,0,3.5,-3.5,3,2,0,-2,-3,-1.692781591387935,-2.1637457025631646,-0.5447664680443585,11,0,0
2023-10-11,24.09,24.2859,23.78,24.1,738033,3.5,-3.5,3,2,0,-2,-3,-1.196983950020634,-1.692781591387935,0,0,3.5,-3.5,3,2,0,-2,-3,-1.196983950020634,-1.692781591387935,-0.3369014791390536,11,0,0
2023-10-12,24.2,24.38,23.45,23.56,903019,3.5,-3.5,3,2,0,-2,-3,-0.818390180296925,-1.196983950020634,0,0,3.5,-3.5,3,2,0,-2,-3,-0.818390180296925,-1.196983950020634,-0.2164210367848956,11,0,0
2023-10-13,24.83,25.82,24.77,25.52,1834516,3.5,-3.5,3,2,0,-2,-3,-0.3248648069074339,-0.818390180296925,0,0,3.5,-3.5,3,2,0,-2,-3,-0.3248648069074339,-0.818390180296925,0.08413094262000217,11,0,0
2023-10-16,25.36,25.59,25.19,25.28,663713,3.5,-3.5,3,2,0,-2,-3,0.24509090941705403,-0.3248648069074339,0,0,3.5,-3.5,3,2,0,-2,-3,0.24509090941705403,-0.3248648069074339,0.3863677315554015,10,0,0
2023-10-17,25.53,26.2501,25.3791,25.88,861623,3.5,-3.5,3,2,0,-2,-3,0.7984743555406988,0.24509090941705403,0,0,3.5,-3.5,3,2,0,-2,-3,0.7984743555406988,0.24509090941705403,0.588866380142119,11,0,0
2023-10-18,26.58,26.89,25.5,25.93,1633504,3.5,-3.5,3,2,0,-2,-3,1.3163747769153837,0.7984743555406988,0,0,3.5,-3.5,3,2,0,-2,-3,1.3163747769153837,0.7984743555406988,0.7245404746952198,10,0,0
2023-10-19,25.82,26.38,25.39,26.25,1334713,3.5,-3.5,3,2,0,-2,-3,1.651488046222288,1.3163747769153837,0,0,3.5,-3.5,3,2,0,-2,-3,1.651488046222288,1.3163747769153837,0.7587662177687886,10,0,0
2023-10-20,26.43,27.84,26.4021,27.03,1487436,3.5,-3.5,3,2,0,-2,-3,2.041417759056015,1.651488046222288,0,0,3.5,-3.5,3,2,0,-2,-3,2.041417759056015,1.651488046222288,0.8383733659050885,10,0,0
2023-10-23,26.52,26.67,26.01,26.13,814591,3.5,-3.5,3,2,0,-2,-3,1.983022196620956,2.041417759056015,0,1,3.5,-3.5,3,2,0,-2,-3,1.983022196620956,2.041417759056015,0.7453069515665717,10,0,1
2023-10-24,25.8,26.22,25.63,26.06,668233,3.5,-3.5,3,2,0,-2,-3,1.6587123473851573,1.983022196620956,0,0,3.5,-3.5,3,2,0,-2,-3,1.6587123473851573,1.983022196620956,0.5831358543649984,10,0,0
2023-10-25,25.82,26.19,25.18,25.85,910904,3.5,-3.5,3,2,0,-2,-3,1.2832257830497427,1.6587123473851573,0,0,3.5,-3.5,3,2,0,-2,-3,1.2832257830497427,1.6587123473851573,0.4250746285754205,10,0,0
2023-10-26,25.78,25.9,24.8868,25.61,956792,3.5,-3.5,3,2,0,-2,-3,0.9068040991149677,1.2832257830497427,0,0,3.5,-3.5,3,2,0,-2,-3,0.9068040991149677,1.2832257830497427,0.25914459963900505,11,0,0
2023-10-27,25.77,26.41,25.37,26.36,1176075,3.5,-3.5,3,2,0,-2,-3,0.4876780893567714,0.9068040991149677,0,0,3.5,-3.5,3,2,0,-2,-3,0.4876780893567714,0.9068040991149677,0.03426262307120928,10,0,0
2023-10-30,27.46,27.5,26.54,26.86,1014157,3.5,-3.5,3,2,0,-2,-3,0.5692912421763028,0.4876780893567714,1,0,3.5,-3.5,3,2,0,-2,-3,0.5692912421763028,0.4876780893567714,0.31442847413833735,11,1,0
2023-10-31,26.32,26.85,25.49,25.84,1327808,3.5,-3.5,3,2,0,-2,-3,0.4638859864960504,0.5692912421763028,0,1,3.5,-3.5,3,2,0,-2,-3,0.4638859864960504,0.5692912421763028,0.17734522428803123,11,0,1
2023-11-01,25.51,26.13,25.06,25.78,1094729,3.5,-3.5,3,2,0,-2,-3,0.09696611900430041,0.4638859864960504,0,0,3.5,-3.5,3,2,0,-2,-3,0.09696611900430041,0.4638859864960504,-0.13416310050263952,11,0,0
2023-11-02,26.05,26.15,25.32,25.56,816848,3.5,-3.5,3,2,0,-2,-3,-0.24941800114436785,0.09696611900430041,0,0,3.5,-3.5,3,2,0,-2,-3,-0.24941800114436785,0.09696611900430041,-0.2893906230954582,11,0,0
2023-11-03,25.95,26.77,25.83,26.47,1266303,3.5,-3.5,3,2,0,-2,-3,-0.30416155718105514,-0.24941800114436785,0,0,3.5,-3.5,3,2,0,-2,-3,-0.30416155718105514,-0.24941800114436785,-0.17755073405717808,11,0,0
2023-11-06,26.46,26.46,26.04,26.11,811106,3.5,-3.5,3,2,0,-2,-3,-0.25382019218238816,-0.30416155718105514,1,0,3.5,-3.5,3,2,0,-2,-3,-0.25382019218238816,-0.30416155718105514,-0.10138982914770792,11,1,0
2023-11-07,25.17,25.26,24.78,25.18,1404046,3.5,-3.5,3,2,0,-2,-3,-0.548098570861608,-0.25382019218238816,0,1,3.5,-3.5,3,2,0,-2,-3,-0.548098570861608,-0.25382019218238816,-0.39793118552896434,11,0,1
2023-11-08,25.35,25.65,24.9,25,872548,3.5,-3.5,3,2,0,-2,-3,-0.8401147691433526,-0.548098570861608,0,0,3.5,-3.5,3,2,0,-2,-3,-0.8401147691433526,-0.548098570861608,-0.5124638943044075,11,0,0
2023-11-09,25.25,25.9858,24.9496,25.08,1083853,3.5,-3.5,3,2,0,-2,-3,-1.0041170413465688,-0.8401147691433526,0,0,3.5,-3.5,3,2,0,-2,-3,-1.0041170413465688,-0.8401147691433526,-0.5256098091839536,11,0,0
2023-11-10,24.63,24.79,24.11,24.19,1067578,3.5,-3.5,3,2,0,-2,-3,-1.3351987747741345,-1.0041170413465688,0,0,3.5,-3.5,3,2,0,-2,-3,-1.3351987747741345,-1.0041170413465688,-0.6821585721532489,11,0,0
2023-11-13,23.8,24.495,23.6,24.4,719837,3.5,-3.5,3,2,0,-2,-3,-1.7312215649975955,-1.3351987747741345,0,0,3.5,-3.5,3,2,0,-2,-3,-1.7312215649975955,-1.3351987747741345,-0.7870462433426768,11,0,0
2023-11-14,25.56,26.33,25.4595,26.15,1157966,3.5,-3.5,3,2,0,-2,-3,-1.346763403685013,-1.7312215649975955,1,0,3.5,-3.5,3,2,0,-2,-3,-1.346763403685013,-1.7312215649975955,-0.4471662311472473,12,1,0
2023-11-15,26.68,27.0487,26.38,26.88,1024134,3.5,-3.5,3,2,0,-2,-3,-0.6429737079653589,-1.346763403685013,0,0,3.5,-3.5,3,2,0,-2,-3,-0.6429737079653589,-1.346763403685013,0.030398625131344337,12,0,0
2023-11-16,27.95,28.3804,27.6,27.65,1269559,3.5,-3.5,3,2,0,-2,-3,0.04437528503228838,-0.6429737079653589,0,0,3.5,-3.5,3,2,0,-2,-3,0.04437528503228838,-0.6429737079653589,0.3503670788380007,11,0,0
2023-11-17,27.75,27.861,27.42,27.58,614902,3.5,-3.5,3,2,0,-2,-3,0.5798041925915767,0.04437528503228838,0,0,3.5,-3.5,3,2,0,-2,-3,0.5798041925915767,0.04437528503228838,0.5062068706120612,11,0,0
2023-11-20,26.76,27.21,26.66,26.89,745251,3.5,-3.5,3,2,0,-2,-3,0.8292844104014043,0.5798041925915767,0,0,3.5,-3.5,3,2,0,-2,-3,0.8292844104014043,0.5798041925915767,0.4925202590282439,11,0,0
2023-11-21,27.92,28.23,27.56,27.68,945631,3.5,-3.5,3,2,0,-2,-3,1.1797099705829184,0.8292844104014043,0,0,3.5,-3.5,3,2,0,-2,-3,1.1797099705829184,0.8292844104014043,0.6440522862331244,11,0,0
2023-11-22,27.48,27.73,27.12,27.36,637302,3.5,-3.5,3,2,0,-2,-3,1.3949971132103327,1.1797099705829184,0,0,3.5,-3.5,3,2,0,-2,-3,1.3949971132103327,1.1797099705829184,0.6669016957374381,11,0,0
2023-11-24,28.24,28.94,28.2399,28.92,675407,3.5,-3.5,3,2,0,-2,-3,1.7348099409684352,1.3949971132103327,0,0,3.5,-3.5,3,2,0,-2,-3,1.7348099409684352,1.3949971132103327,0.7768241361440835,11,0,0
2023-11-27,29.95,30.04,29.5,29.69,983659,3.5,-3.5,3,2,0,-2,-3,2.125261766471904,1.7348099409684352,0,0,3.5,-3.5,3,2,0,-2,-3,2.125261766471904,1.7348099409684352,0.850472171216536,11,0,0
2023-11-28,29.99,30.6,29.7201,30.6,1270128,3.5,-3.5,3,2,0,-2,-3,2.5338846584612202,2.125261766471904,0,0,3.5,-3.5,3,2,0,-2,-3,2.5338846584612202,2.125261766471904,0.899816354715079,11,0,0
2023-11-29,30.73,31.16,30.3399,30.48,940724,3.5,-3.5,3,2,0,-2,-3,2.9470610470281935,2.5338846584612202,0,0,3.5,-3.5,3,2,0,-2,-3,2.9470610470281935,2.5338846584612202,0.932876957659103,11,0,0
2023-11-30,30.71,31.17,30.42,31.15,820587,3.5,-3.5,3,2,0,-2,-3,3.359585397972186,2.9470610470281935,0,0,3.5,-3.5,3,2,0,-2,-3,3.359585397972186,2.9470610470281935,0.9550275616315991,11,0,0
2023-12-01,31.03,31.8198,30.88,31.68,1123318,3.5,-3.5,3,2,0,-2,-3,3.769867597133973,3.359585397972186,0,0,3.5,-3.5,3,2,0,-2,-3,3.769867597133973,3.359585397972186,0.9698684662931714,13,0,0
2023-12-04,30.0999,30.52,29.03,29.3,1801256,3.5,-3.5,3,2,0,-2,-3,2.8451519314381755,3.769867597133973,0,1,3.5,-3.5,3,2,0,-2,-3,2.8451519314381755,3.769867597133973,0.7443741501577099,10,0,1
2023-12-05,28.87,29.03,27.92,28.35,1283497,3.5,-3.5,3,2,0,-2,-3,1.7826686707385373,2.8451519314381755,0,0,3.5,-3.5,3,2,0,-2,-3,1.7826686707385373,2.8451519314381755,0.3452956886313481,10,0,0
2023-12-06,28.49,28.5342,27.69,27.84,971064,3.5,-3.5,3,2,0,-2,-3,0.9082248309012826,1.7826686707385373,0,0,3.5,-3.5,3,2,0,-2,-3,0.9082248309012826,1.7826686707385373,0.016888889491999265,10,0,0
2023-12-07,27.74,27.76,26.99,27.49,1111605,3.5,-3.5,3,2,0,-2,-3,0.12393025793607315,0.9082248309012826,0,0,3.5,-3.5,3,2,0,-2,-3,0.12393025793607315,0.9082248309012826,-0.3186844440403605,10,0,0
2023-12-08,26.38,26.86,25.51,25.68,2409763,3.5,-3.5,3,2,0,-2,-3,-0.5471708091066543,0.12393025793607315,0,0,3.5,-3.5,3,2,0,-2,-3,-0.5471708091066543,0.12393025793607315,-0.5435185775070416,11,0,0
2023-12-11,25.35,25.43,25.01,25.27,1455717,3.5,-3.5,3,2,0,-2,-3,-1.1295205933963948,-0.5471708091066543,0,0,3.5,-3.5,3,2,0,-2,-3,-1.1295205933963948,-0.5471708091066543,-0.6941574469297178,11,0,0
2023-12-12,25.35,25.37,24.91,25.08,1167355,3.5,-3.5,3,2,0,-2,-3,-1.649867824563655,-1.1295205933963948,0,0,3.5,-3.5,3,2,0,-2,-3,-1.649867824563655,-1.1295205933963948,-0.7950854894429109,11,0,0
2023-12-13,24.86,27.29,24.51,27.24,2377703,3.5,-3.5,3,2,0,-2,-3,-1.8752598174477635,-1.649867824563655,0,0,3.5,-3.5,3,2,0,-2,-3,-1.8752598174477635,-1.649867824563655,-0.7819330303543258,11,0,0
2023-12-14,27.84,28.25,27.78,28.15,1921117,3.5,-3.5,3,2,0,-2,-3,-1.5536267566279003,-1.8752598174477635,1,0,3.5,-3.5,3,2,0,-2,-3,-1.5536267566279003,-1.8752598174477635,-0.5483346543232916,10,1,0
2023-12-15,27.75,27.86,27.19,27.37,1568022,3.5,-3.5,3,2,0,-2,-3,-1.253893179693324,-1.5536267566279003,0,0,3.5,-3.5,3,2,0,-2,-3,-1.253893179693324,-1.5536267566279003,-0.4439018756857728,11,0,0
2023-12-18,27.52,27.5286,27.01,27.31,1065824,3.5,-3.5,3,2,0,-2,-3,-0.9632943786470456,-1.253893179693324,0,0,3.5,-3.5,3,2,0,-2,-3,-0.9632943786470456,-1.253893179693324,-0.32421296221108564,11,0,0
2023-12-19,27.64,28.165,27.57,27.93,1123359,3.5,-3.5,3,2,0,-2,-3,-0.48909489926226046,-0.9632943786470456,0,0,3.5,-3.5,3,2,0,-2,-3,-0.48909489926226046,-0.9632943786470456,-0.00744757223764958,11,0,0
2023-12-20,28.51,28.63,27.95,27.95,1168812,3.5,-3.5,3,2,0,-2,-3,0.09269139672897381,-0.48909489926226046,0,0,3.5,-3.5,3,2,0,-2,-3,0.09269139672897381,-0.48909489926226046,0.3250101266007748,11,0,0
2023-12-21,28.56,28.89,28.3,28.64,1031408,3.5,-3.5,3,2,0,-2,-3,0.6615166004977989,0.09269139672897381,0,0,3.5,-3.5,3,2,0,-2,-3,0.6615166004977989,0.09269139672897381,0.5477567848225191,11,0,0
2023-12-22,28.9,29.16,27.93,28.07,1889984,3.5,-3.5,3,2,0,-2,-3,1.1738547604714462,0.6615166004977989,0,0,3.5,-3.5,3,2,0,-2,-3,1.1738547604714462,0.6615166004977989,0.6874456710119856,11,0,0
2023-12-26,28.27,28.3199,27.86,28.29,658696,3.5,-3.5,3,2,0,-2,-3,1.4427713178568253,1.1738547604714462,0,0,3.5,-3.5,3,2,0,-2,-3,1.4427713178568253,1.1738547604714462,0.694110162530274,11,0,0
2023-12-27,28,28.7599,27.985,28.37,2157517,3.5,-3.5,3,2,0,-2,-3,1.6730857884087589,1.4427713178568253,0,0,3.5,-3.5,3,2,0,-2,-3,1.6730857884087589,1.4427713178568253,0.7405517680789575,10,0,0
2023-12-28,28.15,28.343,27.61,27.65,1631286,3.5,-3.5,3,2,0,-2,-3,1.6558641842484096,1.6730857884087589,0,1,3.5,-3.5,3,2,0,-2,-3,1.6558641842484096,1.6730857884087589,0.6747002968578002,11,0,1
2023-12-29,26.74,27.585,26.585,27.17,1498061,3.5,-3.5,3,2,0,-2,-3,0.9505927808872575,1.6558641842484096,0,0,3.5,-3.5,3,2,0,-2,-3,0.9505927808872575,1.6558641842484096,0.12204919889472615,11,0,0
2024-01-02,27.42,27.69,26.795,26.83,1166449,3.5,-3.5,3,2,0,-2,-3,0.2939482128141446,0.9505927808872575,0,0,3.5,-3.5,3,2,0,-2,-3,0.2939482128141446,0.9505927808872575,-0.1793859771378849,11,0,0
2024-01-03,25.37,25.71,24.96,25.36,3092708,3.5,-3.5,3,2,0,-2,-3,-0.3379626922620352,0.2939482128141446,0,0,3.5,-3.5,3,2,0,-2,-3,-0.3379626922620352,0.2939482128141446,-0.4501886046823829,11,0,0
2024-01-04,24.98,25.38,24.61,25.34,1630608,3.5,-3.5,3,2,0,-2,-3,-0.9130987617143214,-0.3379626922620352,0,0,3.5,-3.5,3,2,0,-2,-3,-0.9130987617143214,-0.3379626922620352,-0.6316263651371966,11,0,0
2024-01-05,25.5,26.41,25.23,25.67,1248491,3.5,-3.5,3,2,0,-2,-3,-1.1527328179703882,-0.9130987617143214,0,0,3.5,-3.5,3,2,0,-2,-3,-1.1527328179703882,-0.9130987617143214,-0.6019396646419213,11,0,0
2024-01-08,25.31,25.75,25.15,25.5,678120,3.5,-3.5,3,2,0,-2,-3,-1.3514623863100608,-1.1527328179703882,0,0,3.5,-3.5,3,2,0,-2,-3,-1.3514623863100608,-1.1527328179703882,-0.6498829086434204,11,0,0
2024-01-09,25.71,25.74,25.05,25.15,805960,3.5,-3.5,3,2,0,-2,-3,-1.5257041691503355,-1.3514623863100608,0,0,3.5,-3.5,3,2,0,-2,-3,-1.5257041691503355,-1.3514623863100608,-0.6910553516079928,11,0,0
2024-01-10,24.95,25.15,24.75,25.01,596306,3.5,-3.5,3,2,0,-2,-3,-1.842334515855208,-1.5257041691503355,0,0,3.5,-3.5,3,2,0,-2,-3,-1.842334515855208,-1.5257041691503355,-0.7930070855773552,11,0,0
2024-01-11,25.02,25.28,24.08,24.66,1317546,3.5,-3.5,3,2,0,-2,-3,-2.219582945013026,-1.842334515855208,0,0,3.5,-3.5,3,2,0,-2,-3,-2.219582945013026,-1.842334515855208,-0.8613147473368281,11,0,0
2024-01-12,26.05,26.4,25.36,25.55,1938720,3.5,-3.5,3,2,0,-2,-3,-1.9147974006265227,-2.219582945013026,1,0,3.5,-3.5,3,2,0,-2,-3,-1.9147974006265227,-2.219582945013026,-0.6668260650020394,11,1,0
2024-01-16,25.41,25.4899,24.91,25.04,1529483,3.5,-3.5,3,2,0,-2,-3,-1.7204225765897752,-1.9147974006265227,0,0,3.5,-3.5,3,2,0,-2,-3,-1.7204225765897752,-1.9147974006265227,-0.6428546342830733,11,0,0
